year,round,region_number,region_name,seed,score,team,team.1,score.1,seed.1,text_chunk
2002,1,1,South,3,71,Pittsburgh,Central Connecticut St,54,14,"NCAA Tournament Game (2002), Round 1, South region. Pittsburgh (Seed 3) 71 - Central Connecticut St (Seed 14) 54. ... Upset: no upset."
2002,1,1,South,4,89,USC,UNC Wilmington,93,13,"NCAA Tournament Game (2002), Round 1, South region. USC (Seed 4) 89 - UNC Wilmington (Seed 13) 93. ... Upset: UPSET."
2002,1,1,South,5,75,Indiana,Utah,56,12,"NCAA Tournament Game (2002), Round 1, South region. Indiana (Seed 5) 75 - Utah (Seed 12) 56. ... Upset: no upset."
2002,1,1,South,6,82,California,Pennsylvania,75,11,"NCAA Tournament Game (2002), Round 1, South region. California (Seed 6) 82 - Pennsylvania (Seed 11) 75. ... Upset: no upset."
2002,1,1,South,7,61,Oklahoma St,Kent St,69,10,"NCAA Tournament Game (2002), Round 1, South region. Oklahoma St (Seed 7) 61 - Kent St (Seed 10) 69. ... Upset: UPSET."
2002,1,1,South,8,82,Notre Dame,Charlotte,63,9,"NCAA Tournament Game (2002), Round 1, South region. Notre Dame (Seed 8) 82 - Charlotte (Seed 9) 63. ... Upset: no upset."
2002,1,2,West,1,90,Cincinnati,Boston University,52,16,"NCAA Tournament Game (2002), Round 1, West region. Cincinnati (Seed 1) 90 - Boston University (Seed 16) 52. ... Upset: no upset."
2002,1,2,West,2,71,Oklahoma,Illinois Chicago,63,15,"NCAA Tournament Game (2002), Round 1, West region. Oklahoma (Seed 2) 71 - Illinois Chicago (Seed 15) 63. ... Upset: no upset."
2002,1,2,West,3,86,Arizona,Santa Barbara,81,14,"NCAA Tournament Game (2002), Round 1, West region. Arizona (Seed 3) 86 - Santa Barbara (Seed 14) 81. ... Upset: no upset."
2002,1,2,West,4,69,Ohio St,Davidson,64,13,"NCAA Tournament Game (2002), Round 1, West region. Ohio St (Seed 4) 69 - Davidson (Seed 13) 64. ... Upset: no upset."
2002,1,2,West,5,80,Miami,Missouri,93,12,"NCAA Tournament Game (2002), Round 1, West region. Miami (Seed 5) 80 - Missouri (Seed 12) 93. ... Upset: UPSET."
2002,1,2,West,6,66,Gonzaga,Wyoming,73,11,"NCAA Tournament Game (2002), Round 1, West region. Gonzaga (Seed 6) 66 - Wyoming (Seed 11) 73. ... Upset: UPSET."
2002,1,2,West,7,70,Xavier,Hawaii,58,10,"NCAA Tournament Game (2002), Round 1, West region. Xavier (Seed 7) 70 - Hawaii (Seed 10) 58. ... Upset: no upset."
2002,1,2,West,8,80,UCLA,Ole Miss,58,9,"NCAA Tournament Game (2002), Round 1, West region. UCLA (Seed 8) 80 - Ole Miss (Seed 9) 58. ... Upset: no upset."
2002,1,3,East,1,85,Maryland,Siena,70,16,"NCAA Tournament Game (2002), Round 1, East region. Maryland (Seed 1) 85 - Siena (Seed 16) 70. ... Upset: no upset."
2002,1,3,East,2,78,Connecticut,Hampton,67,15,"NCAA Tournament Game (2002), Round 1, East region. Connecticut (Seed 2) 78 - Hampton (Seed 15) 67. ... Upset: no upset."
2002,1,3,East,3,85,Georgia,Murray St,68,14,"NCAA Tournament Game (2002), Round 1, East region. Georgia (Seed 3) 85 - Murray St (Seed 14) 68. ... Upset: no upset."
2002,1,3,East,4,83,Kentucky,Valparaiso,68,13,"NCAA Tournament Game (2002), Round 1, East region. Kentucky (Seed 4) 83 - Valparaiso (Seed 13) 68. ... Upset: no upset."
2002,1,3,East,5,69,Marquette,Tulsa,71,12,"NCAA Tournament Game (2002), Round 1, East region. Marquette (Seed 5) 69 - Tulsa (Seed 12) 71. ... Upset: UPSET."
2002,1,3,East,6,68,Texas Tech,Southern Illinois,76,11,"NCAA Tournament Game (2002), Round 1, East region. Texas Tech (Seed 6) 68 - Southern Illinois (Seed 11) 76. ... Upset: UPSET."
2002,1,3,East,7,69,NC State,Michigan St,58,10,"NCAA Tournament Game (2002), Round 1, East region. NC State (Seed 7) 69 - Michigan St (Seed 10) 58. ... Upset: no upset."
2002,1,3,East,8,80,Wisconsin,St Johns,70,9,"NCAA Tournament Game (2002), Round 1, East region. Wisconsin (Seed 8) 80 - St Johns (Seed 9) 70. ... Upset: no upset."
2002,1,4,Midwest,1,70,Kansas,Holy Cross,59,16,"NCAA Tournament Game (2002), Round 1, Midwest region. Kansas (Seed 1) 70 - Holy Cross (Seed 16) 59. ... Upset: no upset."
2002,1,4,Midwest,2,81,Oregon,Montana,62,15,"NCAA Tournament Game (2002), Round 1, Midwest region. Oregon (Seed 2) 81 - Montana (Seed 15) 62. ... Upset: no upset."
2002,1,4,Midwest,3,70,Mississippi St,McNeese St,58,14,"NCAA Tournament Game (2002), Round 1, Midwest region. Mississippi St (Seed 3) 70 - McNeese St (Seed 14) 58. ... Upset: no upset."
2002,1,4,Midwest,4,93,Illinois,San Diego St,64,13,"NCAA Tournament Game (2002), Round 1, Midwest region. Illinois (Seed 4) 93 - San Diego St (Seed 13) 64. ... Upset: no upset."
2002,1,4,Midwest,5,82,Florida,Creighton,83,12,"NCAA Tournament Game (2002), Round 1, Midwest region. Florida (Seed 5) 82 - Creighton (Seed 12) 83. ... Upset: UPSET."
2002,1,4,Midwest,6,70,Texas,Boston College,57,11,"NCAA Tournament Game (2002), Round 1, Midwest region. Texas (Seed 6) 70 - Boston College (Seed 11) 57. ... Upset: no upset."
2002,1,4,Midwest,7,83,Wake Forest,Pepperdine,74,10,"NCAA Tournament Game (2002), Round 1, Midwest region. Wake Forest (Seed 7) 83 - Pepperdine (Seed 10) 74. ... Upset: no upset."
2002,1,4,Midwest,8,84,Stanford,Western Kentucky,68,9,"NCAA Tournament Game (2002), Round 1, Midwest region. Stanford (Seed 8) 84 - Western Kentucky (Seed 9) 68. ... Upset: no upset."
2002,2,1,South,1,84,Duke,Notre Dame,77,8,"NCAA Tournament Game (2002), Round 2, South region. Duke (Seed 1) 84 - Notre Dame (Seed 8) 77. ... Upset: no upset."
2002,2,1,South,2,58,Alabama,Kent St,71,10,"NCAA Tournament Game (2002), Round 2, South region. Alabama (Seed 2) 58 - Kent St (Seed 10) 71. ... Upset: UPSET."
2002,2,1,South,3,63,Pittsburgh,California,50,6,"NCAA Tournament Game (2002), Round 2, South region. Pittsburgh (Seed 3) 63 - California (Seed 6) 50. ... Upset: no upset."
2002,2,1,South,13,67,UNC Wilmington,Indiana,76,5,"NCAA Tournament Game (2002), Round 2, South region. UNC Wilmington (Seed 13) 67 - Indiana (Seed 5) 76. ... Upset: no upset."
2002,2,2,West,1,101,Cincinnati,UCLA,105,8,"NCAA Tournament Game (2002), Round 2, West region. Cincinnati (Seed 1) 101 - UCLA (Seed 8) 105. ... Upset: UPSET."
2002,2,2,West,2,78,Oklahoma,Xavier,65,7,"NCAA Tournament Game (2002), Round 2, West region. Oklahoma (Seed 2) 78 - Xavier (Seed 7) 65. ... Upset: no upset."
2002,2,2,West,3,68,Arizona,Wyoming,60,11,"NCAA Tournament Game (2002), Round 2, West region. Arizona (Seed 3) 68 - Wyoming (Seed 11) 60. ... Upset: no upset."
2002,2,2,West,4,67,Ohio St,Missouri,83,12,"NCAA Tournament Game (2002), Round 2, West region. Ohio St (Seed 4) 67 - Missouri (Seed 12) 83. ... Upset: UPSET."
2002,2,3,East,1,87,Maryland,Wisconsin,57,8,"NCAA Tournament Game (2002), Round 2, East region. Maryland (Seed 1) 87 - Wisconsin (Seed 8) 57. ... Upset: no upset."
2002,2,3,East,2,77,Connecticut,NC State,74,7,"NCAA Tournament Game (2002), Round 2, East region. Connecticut (Seed 2) 77 - NC State (Seed 7) 74. ... Upset: no upset."
2002,2,3,East,3,75,Georgia,Southern Illinois,77,11,"NCAA Tournament Game (2002), Round 2, East region. Georgia (Seed 3) 75 - Southern Illinois (Seed 11) 77. ... Upset: UPSET."
2002,2,3,East,4,87,Kentucky,Tulsa,82,12,"NCAA Tournament Game (2002), Round 2, East region. Kentucky (Seed 4) 87 - Tulsa (Seed 12) 82. ... Upset: no upset."
2002,2,4,Midwest,1,86,Kansas,Stanford,63,8,"NCAA Tournament Game (2002), Round 2, Midwest region. Kansas (Seed 1) 86 - Stanford (Seed 8) 63. ... Upset: no upset."
2002,2,4,Midwest,2,92,Oregon,Wake Forest,87,7,"NCAA Tournament Game (2002), Round 2, Midwest region. Oregon (Seed 2) 92 - Wake Forest (Seed 7) 87. ... Upset: no upset."
2002,2,4,Midwest,3,64,Mississippi St,Texas,68,6,"NCAA Tournament Game (2002), Round 2, Midwest region. Mississippi St (Seed 3) 64 - Texas (Seed 6) 68. ... Upset: UPSET."
2002,2,4,Midwest,4,72,Illinois,Creighton,60,12,"NCAA Tournament Game (2002), Round 2, Midwest region. Illinois (Seed 4) 72 - Creighton (Seed 12) 60. ... Upset: no upset."
2002,3,1,South,1,73,Duke,Indiana,74,5,"NCAA Tournament Game (2002), Round 3, South region. Duke (Seed 1) 73 - Indiana (Seed 5) 74. ... Upset: UPSET."
2002,3,1,South,10,78,Kent St,Pittsburgh,73,3,"NCAA Tournament Game (2002), Round 3, South region. Kent St (Seed 10) 78 - Pittsburgh (Seed 3) 73. ... Upset: UPSET."
2002,3,2,West,8,73,UCLA,Missouri,82,12,"NCAA Tournament Game (2002), Round 3, West region. UCLA (Seed 8) 73 - Missouri (Seed 12) 82. ... Upset: UPSET."
2002,3,2,West,2,88,Oklahoma,Arizona,67,3,"NCAA Tournament Game (2002), Round 3, West region. Oklahoma (Seed 2) 88 - Arizona (Seed 3) 67. ... Upset: no upset."
2002,3,3,East,1,78,Maryland,Kentucky,68,4,"NCAA Tournament Game (2002), Round 3, East region. Maryland (Seed 1) 78 - Kentucky (Seed 4) 68. ... Upset: no upset."
2002,3,3,East,2,71,Connecticut,Southern Illinois,59,11,"NCAA Tournament Game (2002), Round 3, East region. Connecticut (Seed 2) 71 - Southern Illinois (Seed 11) 59. ... Upset: no upset."
2002,3,4,Midwest,1,73,Kansas,Illinois,69,4,"NCAA Tournament Game (2002), Round 3, Midwest region. Kansas (Seed 1) 73 - Illinois (Seed 4) 69. ... Upset: no upset."
2002,3,4,Midwest,2,72,Oregon,Texas,70,6,"NCAA Tournament Game (2002), Round 3, Midwest region. Oregon (Seed 2) 72 - Texas (Seed 6) 70. ... Upset: no upset."
2002,4,1,South,5,81,Indiana,Kent St,69,10,"NCAA Tournament Game (2002), Round 4, South region. Indiana (Seed 5) 81 - Kent St (Seed 10) 69. ... Upset: no upset."
2002,4,2,West,12,75,Missouri,Oklahoma,81,2,"NCAA Tournament Game (2002), Round 4, West region. Missouri (Seed 12) 75 - Oklahoma (Seed 2) 81. ... Upset: no upset."
2002,4,3,East,1,90,Maryland,Connecticut,82,2,"NCAA Tournament Game (2002), Round 4, East region. Maryland (Seed 1) 90 - Connecticut (Seed 2) 82. ... Upset: no upset."
2002,4,4,Midwest,1,104,Kansas,Oregon,86,2,"NCAA Tournament Game (2002), Round 4, Midwest region. Kansas (Seed 1) 104 - Oregon (Seed 2) 86. ... Upset: no upset."
2002,5,1,Final Four,5,73,Indiana,Oklahoma,64,2,"NCAA Tournament Game (2002), Round 5, Final Four region. Indiana (Seed 5) 73 - Oklahoma (Seed 2) 64. ... Upset: UPSET."
2002,5,2,Final Four,1,97,Maryland,Kansas,88,1,"NCAA Tournament Game (2002), Round 5, Final Four region. Maryland (Seed 1) 97 - Kansas (Seed 1) 88. ... Upset: no upset."
2002,6,1,Championship,5,52,Indiana,Maryland,64,1,"NCAA Tournament Game (2002), Round 6, Championship region. Indiana (Seed 5) 52 - Maryland (Seed 1) 64. ... Upset: no upset."
2003,1,1,Midwest,1,95,Kentucky,IUPUI,64,16,"NCAA Tournament Game (2003), Round 1, Midwest region. Kentucky (Seed 1) 95 - IUPUI (Seed 16) 64. ... Upset: no upset."
2003,1,1,Midwest,2,87,Pittsburgh,Wagner,61,15,"NCAA Tournament Game (2003), Round 1, Midwest region. Pittsburgh (Seed 2) 87 - Wagner (Seed 15) 61. ... Upset: no upset."
2003,1,1,Midwest,3,72,Marquette,Holy Cross,68,14,"NCAA Tournament Game (2003), Round 1, Midwest region. Marquette (Seed 3) 72 - Holy Cross (Seed 14) 68. ... Upset: no upset."
2003,1,1,Midwest,4,71,Dayton,Tulsa,84,13,"NCAA Tournament Game (2003), Round 1, Midwest region. Dayton (Seed 4) 71 - Tulsa (Seed 13) 84. ... Upset: UPSET."
2003,1,1,Midwest,5,81,Wisconsin,Weber St,74,12,"NCAA Tournament Game (2003), Round 1, Midwest region. Wisconsin (Seed 5) 81 - Weber St (Seed 12) 74. ... Upset: no upset."
2003,1,1,Midwest,6,72,Missouri,Southern Illinois,71,11,"NCAA Tournament Game (2003), Round 1, Midwest region. Missouri (Seed 6) 72 - Southern Illinois (Seed 11) 71. ... Upset: no upset."
2003,1,1,Midwest,7,67,Indiana,Alabama,62,10,"NCAA Tournament Game (2003), Round 1, Midwest region. Indiana (Seed 7) 67 - Alabama (Seed 10) 62. ... Upset: no upset."
2003,1,1,Midwest,8,58,Oregon,Utah,60,9,"NCAA Tournament Game (2003), Round 1, Midwest region. Oregon (Seed 8) 58 - Utah (Seed 9) 60. ... Upset: UPSET."
2003,1,2,West,1,80,Arizona,Vermont,51,16,"NCAA Tournament Game (2003), Round 1, West region. Arizona (Seed 1) 80 - Vermont (Seed 16) 51. ... Upset: no upset."
2003,1,2,West,2,64,Kansas,Utah St,61,15,"NCAA Tournament Game (2003), Round 1, West region. Kansas (Seed 2) 64 - Utah St (Seed 15) 61. ... Upset: no upset."
2003,1,2,West,3,67,Duke,Colorado St,57,14,"NCAA Tournament Game (2003), Round 1, West region. Duke (Seed 3) 67 - Colorado St (Seed 14) 57. ... Upset: no upset."
2003,1,2,West,4,65,Illinois,Western Kentucky,60,13,"NCAA Tournament Game (2003), Round 1, West region. Illinois (Seed 4) 65 - Western Kentucky (Seed 13) 60. ... Upset: no upset."
2003,1,2,West,5,70,Notre Dame,Wisconsin Milwaukee,69,12,"NCAA Tournament Game (2003), Round 1, West region. Notre Dame (Seed 5) 70 - Wisconsin Milwaukee (Seed 12) 69. ... Upset: no upset."
2003,1,2,West,6,73,Creighton,Central Michigan,79,11,"NCAA Tournament Game (2003), Round 1, West region. Creighton (Seed 6) 73 - Central Michigan (Seed 11) 79. ... Upset: UPSET."
2003,1,2,West,7,71,Memphis,Arizona St,84,10,"NCAA Tournament Game (2003), Round 1, West region. Memphis (Seed 7) 71 - Arizona St (Seed 10) 84. ... Upset: UPSET."
2003,1,2,West,8,69,Cincinnati,Gonzaga,74,9,"NCAA Tournament Game (2003), Round 1, West region. Cincinnati (Seed 8) 69 - Gonzaga (Seed 9) 74. ... Upset: UPSET."
2003,1,3,South,1,82,Texas,UNC Asheville,61,16,"NCAA Tournament Game (2003), Round 1, South region. Texas (Seed 1) 82 - UNC Asheville (Seed 16) 61. ... Upset: no upset."
2003,1,3,South,2,85,Florida,Sam Houston St,55,15,"NCAA Tournament Game (2003), Round 1, South region. Florida (Seed 2) 85 - Sam Houston St (Seed 15) 55. ... Upset: no upset."
2003,1,3,South,3,71,Xavier,Troy,59,14,"NCAA Tournament Game (2003), Round 1, South region. Xavier (Seed 3) 71 - Troy (Seed 14) 59. ... Upset: no upset."
2003,1,3,South,4,77,Stanford,San Diego,69,13,"NCAA Tournament Game (2003), Round 1, South region. Stanford (Seed 4) 77 - San Diego (Seed 13) 69. ... Upset: no upset."
2003,1,3,South,5,58,Connecticut,BYU,53,12,"NCAA Tournament Game (2003), Round 1, South region. Connecticut (Seed 5) 58 - BYU (Seed 12) 53. ... Upset: no upset."
2003,1,3,South,6,75,Maryland,UNC Wilmington,73,11,"NCAA Tournament Game (2003), Round 1, South region. Maryland (Seed 6) 75 - UNC Wilmington (Seed 11) 73. ... Upset: no upset."
2003,1,3,South,7,79,Michigan St,Colorado,64,10,"NCAA Tournament Game (2003), Round 1, South region. Michigan St (Seed 7) 79 - Colorado (Seed 10) 64. ... Upset: no upset."
2003,1,3,South,8,56,LSU,Purdue,80,9,"NCAA Tournament Game (2003), Round 1, South region. LSU (Seed 8) 56 - Purdue (Seed 9) 80. ... Upset: UPSET."
2003,1,4,East,1,71,Oklahoma,South Carolina St,54,16,"NCAA Tournament Game (2003), Round 1, East region. Oklahoma (Seed 1) 71 - South Carolina St (Seed 16) 54. ... Upset: no upset."
2003,1,4,East,2,76,Wake Forest,East Tennessee St,73,15,"NCAA Tournament Game (2003), Round 1, East region. Wake Forest (Seed 2) 76 - East Tennessee St (Seed 15) 73. ... Upset: no upset."
2003,1,4,East,3,76,Syracuse,Manhattan,65,14,"NCAA Tournament Game (2003), Round 1, East region. Syracuse (Seed 3) 76 - Manhattan (Seed 14) 65. ... Upset: no upset."
2003,1,4,East,4,86,Louisville,Austin Peay,64,13,"NCAA Tournament Game (2003), Round 1, East region. Louisville (Seed 4) 86 - Austin Peay (Seed 13) 64. ... Upset: no upset."
2003,1,4,East,5,46,Mississippi St,Butler,47,12,"NCAA Tournament Game (2003), Round 1, East region. Mississippi St (Seed 5) 46 - Butler (Seed 12) 47. ... Upset: UPSET."
2003,1,4,East,6,77,Oklahoma St,Pennsylvania,63,11,"NCAA Tournament Game (2003), Round 1, East region. Oklahoma St (Seed 6) 77 - Pennsylvania (Seed 11) 63. ... Upset: no upset."
2003,1,4,East,7,63,St Josephs,Auburn,65,10,"NCAA Tournament Game (2003), Round 1, East region. St Josephs (Seed 7) 63 - Auburn (Seed 10) 65. ... Upset: UPSET."
2003,1,4,East,8,76,California,NC State,74,9,"NCAA Tournament Game (2003), Round 1, East region. California (Seed 8) 76 - NC State (Seed 9) 74. ... Upset: no upset."
2003,2,1,Midwest,1,74,Kentucky,Utah,54,9,"NCAA Tournament Game (2003), Round 2, Midwest region. Kentucky (Seed 1) 74 - Utah (Seed 9) 54. ... Upset: no upset."
2003,2,1,Midwest,2,74,Pittsburgh,Indiana,52,7,"NCAA Tournament Game (2003), Round 2, Midwest region. Pittsburgh (Seed 2) 74 - Indiana (Seed 7) 52. ... Upset: no upset."
2003,2,1,Midwest,3,101,Marquette,Missouri,92,6,"NCAA Tournament Game (2003), Round 2, Midwest region. Marquette (Seed 3) 101 - Missouri (Seed 6) 92. ... Upset: no upset."
2003,2,1,Midwest,13,60,Tulsa,Wisconsin,61,5,"NCAA Tournament Game (2003), Round 2, Midwest region. Tulsa (Seed 13) 60 - Wisconsin (Seed 5) 61. ... Upset: no upset."
2003,2,2,West,1,96,Arizona,Gonzaga,95,9,"NCAA Tournament Game (2003), Round 2, West region. Arizona (Seed 1) 96 - Gonzaga (Seed 9) 95. ... Upset: no upset."
2003,2,2,West,2,108,Kansas,Arizona St,76,10,"NCAA Tournament Game (2003), Round 2, West region. Kansas (Seed 2) 108 - Arizona St (Seed 10) 76. ... Upset: no upset."
2003,2,2,West,3,86,Duke,Central Michigan,60,11,"NCAA Tournament Game (2003), Round 2, West region. Duke (Seed 3) 86 - Central Michigan (Seed 11) 60. ... Upset: no upset."
2003,2,2,West,4,60,Illinois,Notre Dame,68,5,"NCAA Tournament Game (2003), Round 2, West region. Illinois (Seed 4) 60 - Notre Dame (Seed 5) 68. ... Upset: UPSET."
2003,2,3,South,1,77,Texas,Purdue,67,9,"NCAA Tournament Game (2003), Round 2, South region. Texas (Seed 1) 77 - Purdue (Seed 9) 67. ... Upset: no upset."
2003,2,3,South,2,46,Florida,Michigan St,68,7,"NCAA Tournament Game (2003), Round 2, South region. Florida (Seed 2) 46 - Michigan St (Seed 7) 68. ... Upset: UPSET."
2003,2,3,South,3,64,Xavier,Maryland,77,6,"NCAA Tournament Game (2003), Round 2, South region. Xavier (Seed 3) 64 - Maryland (Seed 6) 77. ... Upset: UPSET."
2003,2,3,South,4,74,Stanford,Connecticut,85,5,"NCAA Tournament Game (2003), Round 2, South region. Stanford (Seed 4) 74 - Connecticut (Seed 5) 85. ... Upset: UPSET."
2003,2,4,East,1,74,Oklahoma,California,65,8,"NCAA Tournament Game (2003), Round 2, East region. Oklahoma (Seed 1) 74 - California (Seed 8) 65. ... Upset: no upset."
2003,2,4,East,2,62,Wake Forest,Auburn,68,10,"NCAA Tournament Game (2003), Round 2, East region. Wake Forest (Seed 2) 62 - Auburn (Seed 10) 68. ... Upset: UPSET."
2003,2,4,East,3,68,Syracuse,Oklahoma St,56,6,"NCAA Tournament Game (2003), Round 2, East region. Syracuse (Seed 3) 68 - Oklahoma St (Seed 6) 56. ... Upset: no upset."
2003,2,4,East,4,71,Louisville,Butler,79,12,"NCAA Tournament Game (2003), Round 2, East region. Louisville (Seed 4) 71 - Butler (Seed 12) 79. ... Upset: UPSET."
2003,3,1,Midwest,1,63,Kentucky,Wisconsin,57,5,"NCAA Tournament Game (2003), Round 3, Midwest region. Kentucky (Seed 1) 63 - Wisconsin (Seed 5) 57. ... Upset: no upset."
2003,3,1,Midwest,2,74,Pittsburgh,Marquette,77,3,"NCAA Tournament Game (2003), Round 3, Midwest region. Pittsburgh (Seed 2) 74 - Marquette (Seed 3) 77. ... Upset: UPSET."
2003,3,2,West,1,88,Arizona,Notre Dame,71,5,"NCAA Tournament Game (2003), Round 3, West region. Arizona (Seed 1) 88 - Notre Dame (Seed 5) 71. ... Upset: no upset."
2003,3,2,West,2,69,Kansas,Duke,65,3,"NCAA Tournament Game (2003), Round 3, West region. Kansas (Seed 2) 69 - Duke (Seed 3) 65. ... Upset: no upset."
2003,3,3,South,1,82,Texas,Connecticut,78,5,"NCAA Tournament Game (2003), Round 3, South region. Texas (Seed 1) 82 - Connecticut (Seed 5) 78. ... Upset: no upset."
2003,3,3,South,7,60,Michigan St,Maryland,58,6,"NCAA Tournament Game (2003), Round 3, South region. Michigan St (Seed 7) 60 - Maryland (Seed 6) 58. ... Upset: UPSET."
2003,3,4,East,1,65,Oklahoma,Butler,54,12,"NCAA Tournament Game (2003), Round 3, East region. Oklahoma (Seed 1) 65 - Butler (Seed 12) 54. ... Upset: no upset."
2003,3,4,East,10,78,Auburn,Syracuse,79,3,"NCAA Tournament Game (2003), Round 3, East region. Auburn (Seed 10) 78 - Syracuse (Seed 3) 79. ... Upset: no upset."
2003,4,1,Midwest,1,69,Kentucky,Marquette,83,3,"NCAA Tournament Game (2003), Round 4, Midwest region. Kentucky (Seed 1) 69 - Marquette (Seed 3) 83. ... Upset: UPSET."
2003,4,2,West,1,75,Arizona,Kansas,78,2,"NCAA Tournament Game (2003), Round 4, West region. Arizona (Seed 1) 75 - Kansas (Seed 2) 78. ... Upset: UPSET."
2003,4,3,South,1,85,Texas,Michigan St,76,7,"NCAA Tournament Game (2003), Round 4, South region. Texas (Seed 1) 85 - Michigan St (Seed 7) 76. ... Upset: no upset."
2003,4,4,East,1,47,Oklahoma,Syracuse,63,3,"NCAA Tournament Game (2003), Round 4, East region. Oklahoma (Seed 1) 47 - Syracuse (Seed 3) 63. ... Upset: UPSET."
2003,5,1,Final Four,3,61,Marquette,Kansas,94,2,"NCAA Tournament Game (2003), Round 5, Final Four region. Marquette (Seed 3) 61 - Kansas (Seed 2) 94. ... Upset: no upset."
2003,5,2,Final Four,1,84,Texas,Syracuse,95,3,"NCAA Tournament Game (2003), Round 5, Final Four region. Texas (Seed 1) 84 - Syracuse (Seed 3) 95. ... Upset: UPSET."
2003,6,1,Championship,2,78,Kansas,Syracuse,81,3,"NCAA Tournament Game (2003), Round 6, Championship region. Kansas (Seed 2) 78 - Syracuse (Seed 3) 81. ... Upset: UPSET."
2004,1,1,Midwest,1,96,Kentucky,Florida A&M,76,16,"NCAA Tournament Game (2004), Round 1, Midwest region. Kentucky (Seed 1) 96 - Florida A&M (Seed 16) 76. ... Upset: no upset."
2004,1,1,Midwest,2,76,Gonzaga,Valparaiso,49,15,"NCAA Tournament Game (2004), Round 1, Midwest region. Gonzaga (Seed 2) 76 - Valparaiso (Seed 15) 49. ... Upset: no upset."
2004,1,1,Midwest,3,65,Georgia Tech,Northern Iowa,60,14,"NCAA Tournament Game (2004), Round 1, Midwest region. Georgia Tech (Seed 3) 65 - Northern Iowa (Seed 14) 60. ... Upset: no upset."
2004,1,1,Midwest,4,78,Kansas,Illinois Chicago,53,13,"NCAA Tournament Game (2004), Round 1, Midwest region. Kansas (Seed 4) 78 - Illinois Chicago (Seed 13) 53. ... Upset: no upset."
2004,1,1,Midwest,5,58,Providence,Pacific,66,12,"NCAA Tournament Game (2004), Round 1, Midwest region. Providence (Seed 5) 58 - Pacific (Seed 12) 66. ... Upset: UPSET."
2004,1,1,Midwest,6,58,Boston College,Utah,51,11,"NCAA Tournament Game (2004), Round 1, Midwest region. Boston College (Seed 6) 58 - Utah (Seed 11) 51. ... Upset: no upset."
2004,1,1,Midwest,7,66,Michigan St,Nevada,72,10,"NCAA Tournament Game (2004), Round 1, Midwest region. Michigan St (Seed 7) 66 - Nevada (Seed 10) 72. ... Upset: UPSET."
2004,1,1,Midwest,8,100,Washington,UAB,102,9,"NCAA Tournament Game (2004), Round 1, Midwest region. Washington (Seed 8) 100 - UAB (Seed 9) 102. ... Upset: UPSET."
2004,1,2,East,1,82,St Josephs,Liberty,63,16,"NCAA Tournament Game (2004), Round 1, East region. St Josephs (Seed 1) 82 - Liberty (Seed 16) 63. ... Upset: no upset."
2004,1,2,East,2,75,Oklahoma St,Eastern Washington,56,15,"NCAA Tournament Game (2004), Round 1, East region. Oklahoma St (Seed 2) 75 - Eastern Washington (Seed 15) 56. ... Upset: no upset."
2004,1,2,East,3,53,Pittsburgh,Central Florida,44,14,"NCAA Tournament Game (2004), Round 1, East region. Pittsburgh (Seed 3) 53 - Central Florida (Seed 14) 44. ... Upset: no upset."
2004,1,2,East,4,79,Wake Forest,VCU,78,13,"NCAA Tournament Game (2004), Round 1, East region. Wake Forest (Seed 4) 79 - VCU (Seed 13) 78. ... Upset: no upset."
2004,1,2,East,5,60,Florida,Manhattan,75,12,"NCAA Tournament Game (2004), Round 1, East region. Florida (Seed 5) 60 - Manhattan (Seed 12) 75. ... Upset: UPSET."
2004,1,2,East,6,76,Wisconsin,Richmond,64,11,"NCAA Tournament Game (2004), Round 1, East region. Wisconsin (Seed 6) 76 - Richmond (Seed 11) 64. ... Upset: no upset."
2004,1,2,East,7,59,Memphis,South Carolina,43,10,"NCAA Tournament Game (2004), Round 1, East region. Memphis (Seed 7) 59 - South Carolina (Seed 10) 43. ... Upset: no upset."
2004,1,2,East,8,76,Texas Tech,Charlotte,73,9,"NCAA Tournament Game (2004), Round 1, East region. Texas Tech (Seed 8) 76 - Charlotte (Seed 9) 73. ... Upset: no upset."
2004,1,3,South,1,96,Duke,Alabama St,61,16,"NCAA Tournament Game (2004), Round 1, South region. Duke (Seed 1) 96 - Alabama St (Seed 16) 61. ... Upset: no upset."
2004,1,3,South,2,85,Mississippi St,Monmouth,52,15,"NCAA Tournament Game (2004), Round 1, South region. Mississippi St (Seed 2) 85 - Monmouth (Seed 15) 52. ... Upset: no upset."
2004,1,3,South,3,66,Texas,Princeton,49,14,"NCAA Tournament Game (2004), Round 1, South region. Texas (Seed 3) 66 - Princeton (Seed 14) 49. ... Upset: no upset."
2004,1,3,South,4,80,Cincinnati,East Tennessee St,77,13,"NCAA Tournament Game (2004), Round 1, South region. Cincinnati (Seed 4) 80 - East Tennessee St (Seed 13) 77. ... Upset: no upset."
2004,1,3,South,5,72,Illinois,Murray St,53,12,"NCAA Tournament Game (2004), Round 1, South region. Illinois (Seed 5) 72 - Murray St (Seed 12) 53. ... Upset: no upset."
2004,1,3,South,6,63,North Carolina,Air Force,52,11,"NCAA Tournament Game (2004), Round 1, South region. North Carolina (Seed 6) 63 - Air Force (Seed 11) 52. ... Upset: no upset."
2004,1,3,South,7,80,Xavier,Louisville,70,10,"NCAA Tournament Game (2004), Round 1, South region. Xavier (Seed 7) 80 - Louisville (Seed 10) 70. ... Upset: no upset."
