year,round,region_number,region_name,seed,score,team,team.1,score.1,seed.1,text_chunk
1994,2,1,West,2,71,Arizona,Virginia,58,7,"NCAA Tournament Game (1994), Round 2, West region. Arizona (Seed 2) 71 - Virginia (Seed 7) 58. ... Upset: no upset."
1994,2,1,West,3,60,Louisville,Minnesota,55,6,"NCAA Tournament Game (1994), Round 2, West region. Louisville (Seed 3) 60 - Minnesota (Seed 6) 55. ... Upset: no upset."
1994,2,1,West,4,64,Syracuse,Wisconsin Green Bay,59,12,"NCAA Tournament Game (1994), Round 2, West region. Syracuse (Seed 4) 64 - Wisconsin Green Bay (Seed 12) 59. ... Upset: no upset."
1994,2,2,Midwest,1,85,Arkansas,Georgetown,73,9,"NCAA Tournament Game (1994), Round 2, Midwest region. Arkansas (Seed 1) 85 - Georgetown (Seed 9) 73. ... Upset: no upset."
1994,2,2,Midwest,2,87,Massachusetts,Maryland,95,10,"NCAA Tournament Game (1994), Round 2, Midwest region. Massachusetts (Seed 2) 87 - Maryland (Seed 10) 95. ... Upset: UPSET."
1994,2,2,Midwest,3,84,Michigan,Texas,79,6,"NCAA Tournament Game (1994), Round 2, Midwest region. Michigan (Seed 3) 84 - Texas (Seed 6) 79. ... Upset: no upset."
1994,2,2,Midwest,4,80,Oklahoma St,Tulsa,82,12,"NCAA Tournament Game (1994), Round 2, Midwest region. Oklahoma St (Seed 4) 80 - Tulsa (Seed 12) 82. ... Upset: UPSET."
1994,2,3,East,1,72,North Carolina,Boston College,75,9,"NCAA Tournament Game (1994), Round 2, East region. North Carolina (Seed 1) 72 - Boston College (Seed 9) 75. ... Upset: UPSET."
1994,2,3,East,2,75,Connecticut,George Washington,63,10,"NCAA Tournament Game (1994), Round 2, East region. Connecticut (Seed 2) 75 - George Washington (Seed 10) 63. ... Upset: no upset."
1994,2,3,East,3,70,Florida,Pennsylvania,58,11,"NCAA Tournament Game (1994), Round 2, East region. Florida (Seed 3) 70 - Pennsylvania (Seed 11) 58. ... Upset: no upset."
1994,2,3,East,4,58,Temple,Indiana,67,5,"NCAA Tournament Game (1994), Round 2, East region. Temple (Seed 4) 58 - Indiana (Seed 5) 67. ... Upset: UPSET."
1994,2,4,Southeast,1,83,Purdue,Alabama,73,9,"NCAA Tournament Game (1994), Round 2, Southeast region. Purdue (Seed 1) 83 - Alabama (Seed 9) 73. ... Upset: no upset."
1994,2,4,Southeast,2,85,Duke,Michigan St,74,7,"NCAA Tournament Game (1994), Round 2, Southeast region. Duke (Seed 2) 85 - Michigan St (Seed 7) 74. ... Upset: no upset."
1994,2,4,Southeast,3,63,Kentucky,Marquette,75,6,"NCAA Tournament Game (1994), Round 2, Southeast region. Kentucky (Seed 3) 63 - Marquette (Seed 6) 75. ... Upset: UPSET."
1994,2,4,Southeast,4,69,Kansas,Wake Forest,58,5,"NCAA Tournament Game (1994), Round 2, Southeast region. Kansas (Seed 4) 69 - Wake Forest (Seed 5) 58. ... Upset: no upset."
1994,3,1,West,1,98,Missouri,Syracuse,88,4,"NCAA Tournament Game (1994), Round 3, West region. Missouri (Seed 1) 98 - Syracuse (Seed 4) 88. ... Upset: no upset."
1994,3,1,West,2,82,Arizona,Louisville,70,3,"NCAA Tournament Game (1994), Round 3, West region. Arizona (Seed 2) 82 - Louisville (Seed 3) 70. ... Upset: no upset."
1994,3,2,Midwest,1,103,Arkansas,Tulsa,84,12,"NCAA Tournament Game (1994), Round 3, Midwest region. Arkansas (Seed 1) 103 - Tulsa (Seed 12) 84. ... Upset: no upset."
1994,3,2,Midwest,10,71,Maryland,Michigan,78,3,"NCAA Tournament Game (1994), Round 3, Midwest region. Maryland (Seed 10) 71 - Michigan (Seed 3) 78. ... Upset: no upset."
1994,3,3,East,9,77,Boston College,Indiana,68,5,"NCAA Tournament Game (1994), Round 3, East region. Boston College (Seed 9) 77 - Indiana (Seed 5) 68. ... Upset: UPSET."
1994,3,3,East,2,60,Connecticut,Florida,69,3,"NCAA Tournament Game (1994), Round 3, East region. Connecticut (Seed 2) 60 - Florida (Seed 3) 69. ... Upset: UPSET."
1994,3,4,Southeast,1,83,Purdue,Kansas,78,4,"NCAA Tournament Game (1994), Round 3, Southeast region. Purdue (Seed 1) 83 - Kansas (Seed 4) 78. ... Upset: no upset."
1994,3,4,Southeast,2,59,Duke,Marquette,49,6,"NCAA Tournament Game (1994), Round 3, Southeast region. Duke (Seed 2) 59 - Marquette (Seed 6) 49. ... Upset: no upset."
1994,4,1,West,1,72,Missouri,Arizona,82,2,"NCAA Tournament Game (1994), Round 4, West region. Missouri (Seed 1) 72 - Arizona (Seed 2) 82. ... Upset: UPSET."
1994,4,2,Midwest,1,76,Arkansas,Michigan,68,3,"NCAA Tournament Game (1994), Round 4, Midwest region. Arkansas (Seed 1) 76 - Michigan (Seed 3) 68. ... Upset: no upset."
1994,4,3,East,9,65,Boston College,Florida,74,3,"NCAA Tournament Game (1994), Round 4, East region. Boston College (Seed 9) 65 - Florida (Seed 3) 74. ... Upset: no upset."
1994,4,4,Southeast,1,60,Purdue,Duke,69,2,"NCAA Tournament Game (1994), Round 4, Southeast region. Purdue (Seed 1) 60 - Duke (Seed 2) 69. ... Upset: UPSET."
1994,5,1,Final Four,2,82,Arizona,Arkansas,91,1,"NCAA Tournament Game (1994), Round 5, Final Four region. Arizona (Seed 2) 82 - Arkansas (Seed 1) 91. ... Upset: no upset."
1994,5,2,Final Four,3,65,Florida,Duke,70,2,"NCAA Tournament Game (1994), Round 5, Final Four region. Florida (Seed 3) 65 - Duke (Seed 2) 70. ... Upset: no upset."
1994,6,1,Championship,1,76,Arkansas,Duke,72,2,"NCAA Tournament Game (1994), Round 6, Championship region. Arkansas (Seed 1) 76 - Duke (Seed 2) 72. ... Upset: no upset."
1995,1,1,Midwest,1,82,Kansas,Colgate,68,16,"NCAA Tournament Game (1995), Round 1, Midwest region. Kansas (Seed 1) 82 - Colgate (Seed 16) 68. ... Upset: no upset."
1995,1,1,Midwest,2,79,Arkansas,Texas Southern,78,15,"NCAA Tournament Game (1995), Round 1, Midwest region. Arkansas (Seed 2) 79 - Texas Southern (Seed 15) 78. ... Upset: no upset."
1995,1,1,Midwest,3,49,Purdue,Wisconsin Green Bay,48,14,"NCAA Tournament Game (1995), Round 1, Midwest region. Purdue (Seed 3) 49 - Wisconsin Green Bay (Seed 14) 48. ... Upset: no upset."
1995,1,1,Midwest,4,96,Virginia,Nicholls St,72,13,"NCAA Tournament Game (1995), Round 1, Midwest region. Virginia (Seed 4) 96 - Nicholls St (Seed 13) 72. ... Upset: no upset."
1995,1,1,Midwest,5,62,Arizona,Miami Ohio,71,12,"NCAA Tournament Game (1995), Round 1, Midwest region. Arizona (Seed 5) 62 - Miami Ohio (Seed 12) 71. ... Upset: UPSET."
1995,1,1,Midwest,6,77,Memphis,Louisville,56,11,"NCAA Tournament Game (1995), Round 1, Midwest region. Memphis (Seed 6) 77 - Louisville (Seed 11) 56. ... Upset: no upset."
1995,1,1,Midwest,7,96,Syracuse,Southern Illinois,92,10,"NCAA Tournament Game (1995), Round 1, Midwest region. Syracuse (Seed 7) 96 - Southern Illinois (Seed 10) 92. ... Upset: no upset."
1995,1,1,Midwest,8,82,Western Kentucky,Michigan,76,9,"NCAA Tournament Game (1995), Round 1, Midwest region. Western Kentucky (Seed 8) 82 - Michigan (Seed 9) 76. ... Upset: no upset."
1995,1,2,Southeast,1,113,Kentucky,Mount St Marys,67,16,"NCAA Tournament Game (1995), Round 1, Southeast region. Kentucky (Seed 1) 113 - Mount St Marys (Seed 16) 67. ... Upset: no upset."
1995,1,2,Southeast,2,80,North Carolina,Murray St,70,15,"NCAA Tournament Game (1995), Round 1, Southeast region. North Carolina (Seed 2) 80 - Murray St (Seed 15) 70. ... Upset: no upset."
1995,1,2,Southeast,3,72,Michigan St,Weber St,79,14,"NCAA Tournament Game (1995), Round 1, Southeast region. Michigan St (Seed 3) 72 - Weber St (Seed 14) 79. ... Upset: UPSET."
1995,1,2,Southeast,4,67,Oklahoma,Manhattan,77,13,"NCAA Tournament Game (1995), Round 1, Southeast region. Oklahoma (Seed 4) 67 - Manhattan (Seed 13) 77. ... Upset: UPSET."
1995,1,2,Southeast,5,81,Arizona St,Ball St,66,12,"NCAA Tournament Game (1995), Round 1, Southeast region. Arizona St (Seed 5) 81 - Ball St (Seed 12) 66. ... Upset: no upset."
1995,1,2,Southeast,6,68,Georgetown,Xavier,63,11,"NCAA Tournament Game (1995), Round 1, Southeast region. Georgetown (Seed 6) 68 - Xavier (Seed 11) 63. ... Upset: no upset."
1995,1,2,Southeast,7,64,Iowa St,Florida,61,10,"NCAA Tournament Game (1995), Round 1, Southeast region. Iowa St (Seed 7) 64 - Florida (Seed 10) 61. ... Upset: no upset."
1995,1,2,Southeast,8,70,BYU,Tulane,76,9,"NCAA Tournament Game (1995), Round 1, Southeast region. BYU (Seed 8) 70 - Tulane (Seed 9) 76. ... Upset: UPSET."
1995,1,3,East,1,79,Wake Forest,North Carolina A&T,47,16,"NCAA Tournament Game (1995), Round 1, East region. Wake Forest (Seed 1) 79 - North Carolina A&T (Seed 16) 47. ... Upset: no upset."
1995,1,3,East,2,68,Massachusetts,St Peters,51,15,"NCAA Tournament Game (1995), Round 1, East region. Massachusetts (Seed 2) 68 - St Peters (Seed 15) 51. ... Upset: no upset."
1995,1,3,East,3,81,Villanova,Old Dominion,89,14,"NCAA Tournament Game (1995), Round 1, East region. Villanova (Seed 3) 81 - Old Dominion (Seed 14) 89. ... Upset: UPSET."
1995,1,3,East,4,73,Oklahoma St,Drexel,49,13,"NCAA Tournament Game (1995), Round 1, East region. Oklahoma St (Seed 4) 73 - Drexel (Seed 13) 49. ... Upset: no upset."
1995,1,3,East,5,91,Alabama,Pennsylvania,85,12,"NCAA Tournament Game (1995), Round 1, East region. Alabama (Seed 5) 91 - Pennsylvania (Seed 12) 85. ... Upset: no upset."
1995,1,3,East,6,68,Tulsa,Illinois,62,11,"NCAA Tournament Game (1995), Round 1, East region. Tulsa (Seed 6) 68 - Illinois (Seed 11) 62. ... Upset: no upset."
1995,1,3,East,7,68,Charlotte,Stanford,70,10,"NCAA Tournament Game (1995), Round 1, East region. Charlotte (Seed 7) 68 - Stanford (Seed 10) 70. ... Upset: UPSET."
1995,1,3,East,8,61,Minnesota,St Louis,64,9,"NCAA Tournament Game (1995), Round 1, East region. Minnesota (Seed 8) 61 - St Louis (Seed 9) 64. ... Upset: UPSET."
1995,1,4,West,1,92,UCLA,Florida International,56,16,"NCAA Tournament Game (1995), Round 1, West region. UCLA (Seed 1) 92 - Florida International (Seed 16) 56. ... Upset: no upset."
1995,1,4,West,2,100,Connecticut,Chattanooga,71,15,"NCAA Tournament Game (1995), Round 1, West region. Connecticut (Seed 2) 100 - Chattanooga (Seed 15) 71. ... Upset: no upset."
1995,1,4,West,3,87,Maryland,Gonzaga,63,14,"NCAA Tournament Game (1995), Round 1, West region. Maryland (Seed 3) 87 - Gonzaga (Seed 14) 63. ... Upset: no upset."
1995,1,4,West,4,76,Utah,Long Beach St,64,13,"NCAA Tournament Game (1995), Round 1, West region. Utah (Seed 4) 76 - Long Beach St (Seed 13) 64. ... Upset: no upset."
1995,1,4,West,5,75,Mississippi St,Santa Clara,67,12,"NCAA Tournament Game (1995), Round 1, West region. Mississippi St (Seed 5) 75 - Santa Clara (Seed 12) 67. ... Upset: no upset."
1995,1,4,West,6,73,Oregon,Texas,90,11,"NCAA Tournament Game (1995), Round 1, West region. Oregon (Seed 6) 73 - Texas (Seed 11) 90. ... Upset: UPSET."
1995,1,4,West,7,77,Cincinnati,Temple,71,10,"NCAA Tournament Game (1995), Round 1, West region. Cincinnati (Seed 7) 77 - Temple (Seed 10) 71. ... Upset: no upset."
1995,1,4,West,8,65,Missouri,Indiana,60,9,"NCAA Tournament Game (1995), Round 1, West region. Missouri (Seed 8) 65 - Indiana (Seed 9) 60. ... Upset: no upset."
1995,2,1,Midwest,1,75,Kansas,Western Kentucky,70,8,"NCAA Tournament Game (1995), Round 2, Midwest region. Kansas (Seed 1) 75 - Western Kentucky (Seed 8) 70. ... Upset: no upset."
1995,2,1,Midwest,2,96,Arkansas,Syracuse,94,7,"NCAA Tournament Game (1995), Round 2, Midwest region. Arkansas (Seed 2) 96 - Syracuse (Seed 7) 94. ... Upset: no upset."
1995,2,1,Midwest,3,73,Purdue,Memphis,75,6,"NCAA Tournament Game (1995), Round 2, Midwest region. Purdue (Seed 3) 73 - Memphis (Seed 6) 75. ... Upset: UPSET."
1995,2,1,Midwest,4,60,Virginia,Miami Ohio,54,12,"NCAA Tournament Game (1995), Round 2, Midwest region. Virginia (Seed 4) 60 - Miami Ohio (Seed 12) 54. ... Upset: no upset."
1995,2,2,Southeast,1,82,Kentucky,Tulane,60,9,"NCAA Tournament Game (1995), Round 2, Southeast region. Kentucky (Seed 1) 82 - Tulane (Seed 9) 60. ... Upset: no upset."
1995,2,2,Southeast,2,73,North Carolina,Iowa St,51,7,"NCAA Tournament Game (1995), Round 2, Southeast region. North Carolina (Seed 2) 73 - Iowa St (Seed 7) 51. ... Upset: no upset."
1995,2,2,Southeast,14,51,Weber St,Georgetown,53,6,"NCAA Tournament Game (1995), Round 2, Southeast region. Weber St (Seed 14) 51 - Georgetown (Seed 6) 53. ... Upset: no upset."
1995,2,2,Southeast,13,54,Manhattan,Arizona St,64,5,"NCAA Tournament Game (1995), Round 2, Southeast region. Manhattan (Seed 13) 54 - Arizona St (Seed 5) 64. ... Upset: no upset."
1995,2,3,East,1,64,Wake Forest,St Louis,59,9,"NCAA Tournament Game (1995), Round 2, East region. Wake Forest (Seed 1) 64 - St Louis (Seed 9) 59. ... Upset: no upset."
1995,2,3,East,2,75,Massachusetts,Stanford,53,10,"NCAA Tournament Game (1995), Round 2, East region. Massachusetts (Seed 2) 75 - Stanford (Seed 10) 53. ... Upset: no upset."
1995,2,3,East,14,52,Old Dominion,Tulsa,64,6,"NCAA Tournament Game (1995), Round 2, East region. Old Dominion (Seed 14) 52 - Tulsa (Seed 6) 64. ... Upset: no upset."
1995,2,3,East,4,66,Oklahoma St,Alabama,52,5,"NCAA Tournament Game (1995), Round 2, East region. Oklahoma St (Seed 4) 66 - Alabama (Seed 5) 52. ... Upset: no upset."
1995,2,4,West,1,75,UCLA,Missouri,74,8,"NCAA Tournament Game (1995), Round 2, West region. UCLA (Seed 1) 75 - Missouri (Seed 8) 74. ... Upset: no upset."
1995,2,4,West,2,96,Connecticut,Cincinnati,91,7,"NCAA Tournament Game (1995), Round 2, West region. Connecticut (Seed 2) 96 - Cincinnati (Seed 7) 91. ... Upset: no upset."
1995,2,4,West,3,82,Maryland,Texas,68,11,"NCAA Tournament Game (1995), Round 2, West region. Maryland (Seed 3) 82 - Texas (Seed 11) 68. ... Upset: no upset."
1995,2,4,West,4,64,Utah,Mississippi St,78,5,"NCAA Tournament Game (1995), Round 2, West region. Utah (Seed 4) 64 - Mississippi St (Seed 5) 78. ... Upset: UPSET."
1995,3,1,Midwest,1,58,Kansas,Virginia,67,4,"NCAA Tournament Game (1995), Round 3, Midwest region. Kansas (Seed 1) 58 - Virginia (Seed 4) 67. ... Upset: UPSET."
1995,3,1,Midwest,2,96,Arkansas,Memphis,91,6,"NCAA Tournament Game (1995), Round 3, Midwest region. Arkansas (Seed 2) 96 - Memphis (Seed 6) 91. ... Upset: no upset."
1995,3,2,Southeast,1,97,Kentucky,Arizona St,73,5,"NCAA Tournament Game (1995), Round 3, Southeast region. Kentucky (Seed 1) 97 - Arizona St (Seed 5) 73. ... Upset: no upset."
1995,3,2,Southeast,2,74,North Carolina,Georgetown,64,6,"NCAA Tournament Game (1995), Round 3, Southeast region. North Carolina (Seed 2) 74 - Georgetown (Seed 6) 64. ... Upset: no upset."
1995,3,3,East,1,66,Wake Forest,Oklahoma St,71,4,"NCAA Tournament Game (1995), Round 3, East region. Wake Forest (Seed 1) 66 - Oklahoma St (Seed 4) 71. ... Upset: UPSET."
1995,3,3,East,2,76,Massachusetts,Tulsa,51,6,"NCAA Tournament Game (1995), Round 3, East region. Massachusetts (Seed 2) 76 - Tulsa (Seed 6) 51. ... Upset: no upset."
1995,3,4,West,1,86,UCLA,Mississippi St,67,5,"NCAA Tournament Game (1995), Round 3, West region. UCLA (Seed 1) 86 - Mississippi St (Seed 5) 67. ... Upset: no upset."
1995,3,4,West,2,99,Connecticut,Maryland,89,3,"NCAA Tournament Game (1995), Round 3, West region. Connecticut (Seed 2) 99 - Maryland (Seed 3) 89. ... Upset: no upset."
1995,4,1,Midwest,4,61,Virginia,Arkansas,68,2,"NCAA Tournament Game (1995), Round 4, Midwest region. Virginia (Seed 4) 61 - Arkansas (Seed 2) 68. ... Upset: no upset."
1995,4,2,Southeast,1,61,Kentucky,North Carolina,74,2,"NCAA Tournament Game (1995), Round 4, Southeast region. Kentucky (Seed 1) 61 - North Carolina (Seed 2) 74. ... Upset: UPSET."
1995,4,3,East,4,68,Oklahoma St,Massachusetts,54,2,"NCAA Tournament Game (1995), Round 4, East region. Oklahoma St (Seed 4) 68 - Massachusetts (Seed 2) 54. ... Upset: UPSET."
1995,4,4,West,1,102,UCLA,Connecticut,96,2,"NCAA Tournament Game (1995), Round 4, West region. UCLA (Seed 1) 102 - Connecticut (Seed 2) 96. ... Upset: no upset."
1995,5,1,Final Four,2,75,Arkansas,North Carolina,68,2,"NCAA Tournament Game (1995), Round 5, Final Four region. Arkansas (Seed 2) 75 - North Carolina (Seed 2) 68. ... Upset: no upset."
1995,5,2,Final Four,4,61,Oklahoma St,UCLA,74,1,"NCAA Tournament Game (1995), Round 5, Final Four region. Oklahoma St (Seed 4) 61 - UCLA (Seed 1) 74. ... Upset: no upset."
1995,6,1,Championship,2,78,Arkansas,UCLA,89,1,"NCAA Tournament Game (1995), Round 6, Championship region. Arkansas (Seed 2) 78 - UCLA (Seed 1) 89. ... Upset: no upset."
1996,1,1,Southeast,1,68,Connecticut,Colgate,59,16,"NCAA Tournament Game (1996), Round 1, Southeast region. Connecticut (Seed 1) 68 - Colgate (Seed 16) 59. ... Upset: no upset."
1996,1,1,Southeast,2,66,Cincinnati,UNC Greensboro,61,15,"NCAA Tournament Game (1996), Round 1, Southeast region. Cincinnati (Seed 2) 66 - UNC Greensboro (Seed 15) 61. ... Upset: no upset."
1996,1,1,Southeast,3,90,Georgia Tech,Austin Peay,79,14,"NCAA Tournament Game (1996), Round 1, Southeast region. Georgia Tech (Seed 3) 90 - Austin Peay (Seed 14) 79. ... Upset: no upset."
1996,1,1,Southeast,4,41,UCLA,Princeton,43,13,"NCAA Tournament Game (1996), Round 1, Southeast region. UCLA (Seed 4) 41 - Princeton (Seed 13) 43. ... Upset: UPSET."
1996,1,1,Southeast,5,58,Mississippi St,VCU,51,12,"NCAA Tournament Game (1996), Round 1, Southeast region. Mississippi St (Seed 5) 58 - VCU (Seed 12) 51. ... Upset: no upset."
1996,1,1,Southeast,6,51,Indiana,Boston College,64,11,"NCAA Tournament Game (1996), Round 1, Southeast region. Indiana (Seed 6) 51 - Boston College (Seed 11) 64. ... Upset: UPSET."
1996,1,1,Southeast,7,61,Temple,Oklahoma,43,10,"NCAA Tournament Game (1996), Round 1, Southeast region. Temple (Seed 7) 61 - Oklahoma (Seed 10) 43. ... Upset: no upset."
1996,1,1,Southeast,8,60,Duke,Eastern Michigan,75,9,"NCAA Tournament Game (1996), Round 1, Southeast region. Duke (Seed 8) 60 - Eastern Michigan (Seed 9) 75. ... Upset: UPSET."
1996,1,2,West,1,73,Purdue,Western Carolina,71,16,"NCAA Tournament Game (1996), Round 1, West region. Purdue (Seed 1) 73 - Western Carolina (Seed 16) 71. ... Upset: no upset."
1996,1,2,West,2,92,Kansas,South Carolina St,54,15,"NCAA Tournament Game (1996), Round 1, West region. Kansas (Seed 2) 92 - South Carolina St (Seed 15) 54. ... Upset: no upset."
1996,1,2,West,3,90,Arizona,Valparaiso,51,14,"NCAA Tournament Game (1996), Round 1, West region. Arizona (Seed 3) 90 - Valparaiso (Seed 14) 51. ... Upset: no upset."
1996,1,2,West,4,88,Syracuse,Montana St,55,13,"NCAA Tournament Game (1996), Round 1, West region. Syracuse (Seed 4) 88 - Montana St (Seed 13) 55. ... Upset: no upset."
1996,1,2,West,5,63,Memphis,Drexel,75,12,"NCAA Tournament Game (1996), Round 1, West region. Memphis (Seed 5) 63 - Drexel (Seed 12) 75. ... Upset: UPSET."
1996,1,2,West,6,81,Iowa,George Washington,79,11,"NCAA Tournament Game (1996), Round 1, West region. Iowa (Seed 6) 81 - George Washington (Seed 11) 79. ... Upset: no upset."
1996,1,2,West,7,79,Maryland,Santa Clara,91,10,"NCAA Tournament Game (1996), Round 1, West region. Maryland (Seed 7) 79 - Santa Clara (Seed 10) 91. ... Upset: UPSET."
1996,1,2,West,8,81,Georgia,Clemson,74,9,"NCAA Tournament Game (1996), Round 1, West region. Georgia (Seed 8) 81 - Clemson (Seed 9) 74. ... Upset: no upset."
1996,1,3,East,1,92,Massachusetts,Central Florida,70,16,"NCAA Tournament Game (1996), Round 1, East region. Massachusetts (Seed 1) 92 - Central Florida (Seed 16) 70. ... Upset: no upset."
1996,1,3,East,2,93,Georgetown,Mississippi Valley St,56,15,"NCAA Tournament Game (1996), Round 1, East region. Georgetown (Seed 2) 93 - Mississippi Valley St (Seed 15) 56. ... Upset: no upset."
1996,1,3,East,3,74,Texas Tech,Northern Illinois,73,14,"NCAA Tournament Game (1996), Round 1, East region. Texas Tech (Seed 3) 74 - Northern Illinois (Seed 14) 73. ... Upset: no upset."
1996,1,3,East,4,68,Marquette,Monmouth,44,13,"NCAA Tournament Game (1996), Round 1, East region. Marquette (Seed 4) 68 - Monmouth (Seed 13) 44. ... Upset: no upset."
1996,1,3,East,5,80,Penn St,Arkansas,86,12,"NCAA Tournament Game (1996), Round 1, East region. Penn St (Seed 5) 80 - Arkansas (Seed 12) 86. ... Upset: UPSET."
1996,1,3,East,6,86,North Carolina,New Orleans,62,11,"NCAA Tournament Game (1996), Round 1, East region. North Carolina (Seed 6) 86 - New Orleans (Seed 11) 62. ... Upset: no upset."
1996,1,3,East,7,69,New Mexico,Kansas St,48,10,"NCAA Tournament Game (1996), Round 1, East region. New Mexico (Seed 7) 69 - Kansas St (Seed 10) 48. ... Upset: no upset."
1996,1,3,East,8,58,Bradley,Stanford,66,9,"NCAA Tournament Game (1996), Round 1, East region. Bradley (Seed 8) 58 - Stanford (Seed 9) 66. ... Upset: UPSET."
1996,1,4,Midwest,1,110,Kentucky,San Jose St,72,16,"NCAA Tournament Game (1996), Round 1, Midwest region. Kentucky (Seed 1) 110 - San Jose St (Seed 16) 72. ... Upset: no upset."
1996,1,4,Midwest,2,62,Wake Forest,Louisiana Monroe,50,15,"NCAA Tournament Game (1996), Round 1, Midwest region. Wake Forest (Seed 2) 62 - Louisiana Monroe (Seed 15) 50. ... Upset: no upset."
1996,1,4,Midwest,3,92,Villanova,Portland,58,14,"NCAA Tournament Game (1996), Round 1, Midwest region. Villanova (Seed 3) 92 - Portland (Seed 14) 58. ... Upset: no upset."
1996,1,4,Midwest,4,73,Utah,Canisius,67,13,"NCAA Tournament Game (1996), Round 1, Midwest region. Utah (Seed 4) 73 - Canisius (Seed 13) 67. ... Upset: no upset."
1996,1,4,Midwest,5,74,Iowa St,California,64,12,"NCAA Tournament Game (1996), Round 1, Midwest region. Iowa St (Seed 5) 74 - California (Seed 12) 64. ... Upset: no upset."
1996,1,4,Midwest,6,82,Louisville,Tulsa,80,11,"NCAA Tournament Game (1996), Round 1, Midwest region. Louisville (Seed 6) 82 - Tulsa (Seed 11) 80. ... Upset: no upset."
1996,1,4,Midwest,7,76,Michigan,Texas,80,10,"NCAA Tournament Game (1996), Round 1, Midwest region. Michigan (Seed 7) 76 - Texas (Seed 10) 80. ... Upset: UPSET."
1996,1,4,Midwest,8,48,Wisconsin Green Bay,Virginia Tech,61,9,"NCAA Tournament Game (1996), Round 1, Midwest region. Wisconsin Green Bay (Seed 8) 48 - Virginia Tech (Seed 9) 61. ... Upset: UPSET."
1996,2,1,Southeast,1,95,Connecticut,Eastern Michigan,81,9,"NCAA Tournament Game (1996), Round 2, Southeast region. Connecticut (Seed 1) 95 - Eastern Michigan (Seed 9) 81. ... Upset: no upset."
1996,2,1,Southeast,2,78,Cincinnati,Temple,65,7,"NCAA Tournament Game (1996), Round 2, Southeast region. Cincinnati (Seed 2) 78 - Temple (Seed 7) 65. ... Upset: no upset."
1996,2,1,Southeast,3,103,Georgia Tech,Boston College,89,11,"NCAA Tournament Game (1996), Round 2, Southeast region. Georgia Tech (Seed 3) 103 - Boston College (Seed 11) 89. ... Upset: no upset."
1996,2,1,Southeast,13,41,Princeton,Mississippi St,63,5,"NCAA Tournament Game (1996), Round 2, Southeast region. Princeton (Seed 13) 41 - Mississippi St (Seed 5) 63. ... Upset: no upset."
1996,2,2,West,1,69,Purdue,Georgia,76,8,"NCAA Tournament Game (1996), Round 2, West region. Purdue (Seed 1) 69 - Georgia (Seed 8) 76. ... Upset: UPSET."
1996,2,2,West,2,76,Kansas,Santa Clara,51,10,"NCAA Tournament Game (1996), Round 2, West region. Kansas (Seed 2) 76 - Santa Clara (Seed 10) 51. ... Upset: no upset."
1996,2,2,West,3,87,Arizona,Iowa,73,6,"NCAA Tournament Game (1996), Round 2, West region. Arizona (Seed 3) 87 - Iowa (Seed 6) 73. ... Upset: no upset."
1996,2,2,West,4,69,Syracuse,Drexel,58,12,"NCAA Tournament Game (1996), Round 2, West region. Syracuse (Seed 4) 69 - Drexel (Seed 12) 58. ... Upset: no upset."
1996,2,3,East,1,79,Massachusetts,Stanford,74,9,"NCAA Tournament Game (1996), Round 2, East region. Massachusetts (Seed 1) 79 - Stanford (Seed 9) 74. ... Upset: no upset."
1996,2,3,East,2,73,Georgetown,New Mexico,62,7,"NCAA Tournament Game (1996), Round 2, East region. Georgetown (Seed 2) 73 - New Mexico (Seed 7) 62. ... Upset: no upset."
1996,2,3,East,3,92,Texas Tech,North Carolina,73,6,"NCAA Tournament Game (1996), Round 2, East region. Texas Tech (Seed 3) 92 - North Carolina (Seed 6) 73. ... Upset: no upset."
1996,2,3,East,4,56,Marquette,Arkansas,65,12,"NCAA Tournament Game (1996), Round 2, East region. Marquette (Seed 4) 56 - Arkansas (Seed 12) 65. ... Upset: UPSET."
1996,2,4,Midwest,1,84,Kentucky,Virginia Tech,60,9,"NCAA Tournament Game (1996), Round 2, Midwest region. Kentucky (Seed 1) 84 - Virginia Tech (Seed 9) 60. ... Upset: no upset."
1996,2,4,Midwest,2,65,Wake Forest,Texas,62,10,"NCAA Tournament Game (1996), Round 2, Midwest region. Wake Forest (Seed 2) 65 - Texas (Seed 10) 62. ... Upset: no upset."
1996,2,4,Midwest,3,64,Villanova,Louisville,68,6,"NCAA Tournament Game (1996), Round 2, Midwest region. Villanova (Seed 3) 64 - Louisville (Seed 6) 68. ... Upset: UPSET."
1996,2,4,Midwest,4,74,Utah,Iowa St,64,5,"NCAA Tournament Game (1996), Round 2, Midwest region. Utah (Seed 4) 74 - Iowa St (Seed 5) 64. ... Upset: no upset."
1996,3,1,Southeast,1,55,Connecticut,Mississippi St,60,5,"NCAA Tournament Game (1996), Round 3, Southeast region. Connecticut (Seed 1) 55 - Mississippi St (Seed 5) 60. ... Upset: UPSET."
1996,3,1,Southeast,2,87,Cincinnati,Georgia Tech,70,3,"NCAA Tournament Game (1996), Round 3, Southeast region. Cincinnati (Seed 2) 87 - Georgia Tech (Seed 3) 70. ... Upset: no upset."
1996,3,2,West,8,81,Georgia,Syracuse,83,4,"NCAA Tournament Game (1996), Round 3, West region. Georgia (Seed 8) 81 - Syracuse (Seed 4) 83. ... Upset: no upset."
